Key;Background;Music;Sound;Single effect;Continuous effect;Events;Delay;Emisor;Spanish;English
ejemplo2_smoke_factory_031;;;;;;;;;Alguien sube unas escaleras al otro lado de la habitación, a juzgar por el sonido debe estar mirando hacia esta dirección, no podré asomarme ni un pelo.;
ejemplo2_smoke_factory_032;;;;;;;;soldado furioso;¡Nos están atacando! Esos malditos han descubierto la ubicación de la fábrica.;
ejemplo2_smoke_factory_033;;;;;;;;;Necesitamos que despliegues el gas inmediatamente, cuanto antes mejor, no importa que caigan algunos de los nuestros.;
ejemplo2_smoke_factory_034;;;;;;;;*;¿El humo? ¿Van a liberarlo? ¡Mierda!;
ejemplo2_smoke_factory_035;;;;;;;;;El corazón me da un vuelco solo con imaginarme el escenario con los cuerpos del escuadrón de Pierre, sujeto mi espada preparándome para un ataque frontal. No podemos permitir que eso ocurra.;
ejemplo2_smoke_factory_036;;;;;;;;;Escucho unos vagos susurros, intuyo que son del obrero, no alcanzo a oír lo que dice, esto es grave.;
ejemplo2_smoke_factory_037;;;;;;;;;Completamente dispuesto a luchar doy un paso afuera, espero que Rafa pueda seg-;
ejemplo2_smoke_factory_038;;;;;;;;soldado furioso;¿¡Eres un tonto o qué!? ¿Cómo es posible que la puta fábrica de gas no se pueda defender con su propio gas?;
ejemplo2_smoke_factory_039;;;;;;;;obrero;S-señor, ya se lo dije, u-usted debería s-saberlo, nuestras reservas de gas salen por tuberías directamen-;
ejemplo2_smoke_factory_040;;;;;;;;soldado furioso;¡Y UNA MIERDA!;
ejemplo2_smoke_factory_041;;;;;;;;;¡Resuelvelo! ¡Cómo sea! Pero si no lo haces, serás entregado como un traidor.;
ejemplo2_smoke_factory_042;;;;;;;;*;Parece que hemos obtenido una información bastante valiosa, lo mejor será no romper las tuberías.;
ejemplo2_smoke_factory_043;;;;;;;;;El soldado corre hacia la salida y deja al obrero solo, no noto ningún ruido así que debe ser la única persona aquí.;
ejemplo2_smoke_factory_044;;;;;;;;;¿De verdad esta fábrica la maneja una sola persona?;
ejemplo2_smoke_factory_045;;;;;;;;;Rafa sale de su escondite, lo suficiente como para alcanzar a verlo.;
ejemplo2_smoke_factory_046;;;;;;;;;Rafa y yo nos miramos, acordamos atacar al trabajador y sacarle información, con suerte podremos llegar a un acuerdo con él, no parecía muy satisfecho con su situación.;
ejemplo2_smoke_factory_047;;;;;;flint:appear:80;;;Salimos de nuestros escondites y nos acercamos a él en silencio.;
ejemplo2_smoke_factory_048;;;;;;flint:jump;;;El obrero se da la vuelta y se alarma al vernos, pero ya es demasiado tarde.;
ejemplo2_smoke_factory_049;;;;;;;;;Rápidamente corremos hacia él y lo agarro amenazándolo con un cuchillo.;
ejemplo2_smoke_factory_050;;;;;;;;obrero;-¡Mie-!;
ejemplo2_smoke_factory_051;;;;;;rafarencio old:move:70:0.7;;*;Rafarencio le tapa la boca mientras rozo mi cuchillo en su cuello.;
ejemplo2_smoke_factory_052;;;;;;;;rafarencio;No queremos matarte, pórtate bien, detén la producción de gas y te garantizaremos protección contra los tuyos.;
ejemplo2_smoke_factory_053;;;;;;;;;Los ojos del pobre hombre se llenan de humedad mientras mira a Rafa y a mi con unas pupilas inestables.;
ejemplo2_smoke_factory_054;;;;;;;;berto;Decídete, no tenemos mucho tiempo.;
ejemplo2_smoke_factory_055;;;;;;;;;Entre lágrimas el hombre asiente con su cabeza. Poco a poco lo libero.;
ejemplo2_smoke_factory_056;;;;;;;;obrero;P-por favor… ¿Tienen agua?;
ejemplo2_smoke_factory_057;;;;;;;;*;¿Agua? Nos está pidiendo agua? ¿En qué condiciones ha estado trabajando este hombre para que sea lo primero que nos pida?;
ejemplo2_smoke_factory_058;;;;;;;;;Miro a Rafa y asentimos, él saca una cantimplora y se la da al hombre, este la sostiene con manos temblorosas y sus ojos se abren.;
ejemplo2_smoke_factory_059;;;;;;;;obrero;D-de v-verdad… ¿Puedo?;
ejemplo2_smoke_factory_060;;;;;;;;rafarencio;Bebe.;
ejemplo2_smoke_factory_061;;;;;;;;*;El hombre comienza a beber, alcanza a tomarse la mitad sin pestañear.;
ejemplo2_smoke_factory_062;;;;;;;;;Es una pérdida grande de agua pero creo que con esto, nos lo hemos ganado.;
ejemplo2_smoke_factory_063;;;;;;;;berto;Necesitamos destruir o deshabilitar esta fábrica ¿Qué puedes hacer para ayudarnos?;
ejemplo2_smoke_factory_064;;;;;;;;obrero;¿Deshabilitarla? Mmmm… hay algo que puedo hacer, funcionará.;
ejemplo2_smoke_factory_065;;;;;;;;;P-pero… ¿Cómo sé que no me matarán después de que lo haga?;
ejemplo2_smoke_factory_066;;;;;;;;rafarencio;Escucha, si nos ayudas en nuestra misión garantizaremos tu seguridad, agua, comida, vivienda y trabajo en nuestra nación.;
ejemplo2_smoke_factory_067;;;;;;;;;Las palabras no sirven de nada, pero si no confías en nosotros nos veremos en la necesidad de matarte aquí mismo y encontrar otra forma de destruir este sitio.;
ejemplo2_smoke_factory_068;;;;;;;;;Las duras y ciertas palabras de Rafa llegan a los oídos del hombre, tras unos segundos de pensar y una respiración profunda este asiente.;
ejemplo2_smoke_factory_069;;;;;;;;obrero;Tengo algo en mente, funcionará.;
ejemplo2_smoke_factory_070;;;;;;;;;Cúbranme y-;
ejemplo2_smoke_factory_071;;;running metal;;;;;rafarencio;¡Mierda vienen para acá!;
ejemplo2_smoke_factory_072;;;;;;;;*;Desde la planta baja aparecen varios soldados armados con machetes, nos han descubierto.;
ejemplo2_smoke_factory_073;;critic combat;;;;;;soldado;¡INTRUSOS!;
ejemplo2_smoke_factory_074;;;;;;;;berto;Maldita sea, tendremos que luchar.;
ejemplo2_smoke_factory_075;;;;;;;;*;Uno de ellos regresa rápidamente por las escaleras. Rafa y yo desenvainamos nuestras espadas, son tres pero vendrán más.;
ejemplo2_smoke_factory_076;;;;;;;;soldado;¡FLINT! Qué mierda haces, los tienes a tus espaldas ¡Mátalos!;
ejemplo2_smoke_factory_077;;;;;;;;*;Me lleno de pánico y volteo con rapidez para ver al trabajador. ¡Mierda! Era un plan perfecto, tendré que-;
ejemplo2_smoke_factory_078;;;;;;;;flint;Voy a acabar con esta maldita guerra, me han tratado como las prisionero todo este tiempo.;
ejemplo2_smoke_factory_079;;;;;;;;;Comida horrible, el agua sabe a tierra y hormigas, y solo me puedo bañar con agua de lluvia.;
ejemplo2_smoke_factory_080;;;;;;;;;¡¿Soy el único puto ingeniero de este sitio y así me tratan?! Si continúo este camino, no tiene ninguna pinta de que la cosa vaya a mejorar.;
ejemplo2_smoke_factory_081;;;;;;;;;Voy a inhabilitar la fábrica, resistan todo lo que puedan.;
ejemplo2_smoke_factory_082;;;;;;;flint:move:120;soldado;¡DESGRACIADO!;
ejemplo2_smoke_factory_083;;;;;;;;*;Los soldados arremeten contra nosotros.;
ejemplo2_smoke_factory_084;;;;;;;rafarencio:move:45:0.7;;Rafa y yo los enfrentamos, no son unos expertos pero tampoco unos novatos, son rápidos.;
ejemplo2_smoke_factory_085;;;;;;;;;Sus machetes están oxidados y no dudaría de que están contaminados con más cosas, debo evitar que me den a todo costo.;
ejemplo2_smoke_factory_086;;;;;;;;;Rafa y yo logramos manejarlos bien, haciendo un trabajo en equipo logramos cortarle la mano a uno de ellos.;
ejemplo2_smoke_factory_087;;;;;;;rafarencio:move:-20;;Uno en especial se me acerca para hacerme frente, respondo a sus exigencias y mantenemos un combate cercano.;
ejemplo2_smoke_factory_088;;;;;;;;;Los cortes de su machete tienen mucha potencia, no es viable bloquearlos, podría romper mi espada.;
ejemplo2_smoke_factory_089;;;;;;;;;Es bastante bueno luchando, mantiene las distancias y sabe usar el 100% del alcance de su arma.;
ejemplo2_smoke_factory_090;;;;;;;;;Sin embargo, su hoja es pesada y no puede atacar tan rápido, si lo fuerzo quizás…;
ejemplo2_smoke_factory_091;;;;;;;;;Hago una finta y provoco un ataque justo como tenía planeado, desvío su machete y la punta de mi espada le da una bienvenida grácil a su cuello.;
ejemplo2_smoke_factory_092;;;;;;;;;Cuando regrese al cuartel quiero intentar combatir con un machete, parece una muy buena arma.;
ejemplo2_smoke_factory_093;;;;;;;;berto;Uno menos…;
ejemplo2_smoke_factory_094;;;;;;;rafarencio:move:30:0.7;*;Rafa saca su espada del cuerpo de uno de los guardias.;
ejemplo2_smoke_factory_095;;;running metal many;;;;;rafarencio;Ya, pero el problema es otro…;
ejemplo2_smoke_factory_096;;;;;;;;*;Tres, cuatro, siete guardias suben por las escaleras, no podremos con tantos.;
ejemplo2_smoke_factory_097;;;;;;;;soldado;¡FLINT TRAIDOR!;
ejemplo2_smoke_factory_098;;;;;;;;*;Uno de los soldados alza un lanza lanzas y arroja con fuerza una afilada munición directo hacia Flint.;
ejemplo2_smoke_factory_099;;;;;;;;;Mierda, no tengo nada a la mano para bloquear su ataque, y si uso mi espada seguramente quede abollada.;
ejemplo2_smoke_factory_100;;;;;;;;;Más vale que esto funcione.;
ejemplo2_smoke_factory_101;;;;;;;;;Aprieto los dientes e intercepto la lanza con mi mano izquierda.;
ejemplo2_smoke_factory_102;;;;;;;;rafarencio;¡Idiota! ¿Qué haces?;
ejemplo2_smoke_factory_103;;;;;;;;*;La fina lanza empala mi mano y la atraviesa parcialmente.;
ejemplo2_smoke_factory_104;;;;;;;;berto;¡Aaaagh!;
ejemplo2_smoke_factory_105;;;;;;;;soldado;¡Jajajajaja! Mírenlo, intentó parar una lanza con las manos, menudo imbécil, ¡A por ellos!;
ejemplo2_smoke_factory_106;;;;;;;;*;La manada de soldados se acercan hacia nosotros, intento remover la lanza de mi mano pero a este ritmo ellos me van a alcanzar primero.;
ejemplo2_smoke_factory_107;;;ancient god signal;;;;;;!!!;
ejemplo2_smoke_factory_108;;;;;;;;;Vaya… ¿Recurrirán ya a eso? Espléndido.;
ejemplo2_smoke_factory_109;;;;;;;;;Rafa y yo nos miramos, reconocemos a la perfección esa trompeta.;
ejemplo2_smoke_factory_110;;;;;;;;berto;Flint, no te desconcentres, algo horrible está a punto de sonar, no te preocupes.;
ejemplo2_smoke_factory_111;;;;;;;;flint;Entendido.;
ejemplo2_smoke_factory_112;;;;;;;;*;Los enemigos se acercan a nosotros, mantenemos las distancias hasta que finalmente sucede.;
ejemplo2_smoke_factory_113;;;ancient god;;;;;;Los guardias enemigos se detienen y sus rostros se llenan de pavor al escuchar el grito.;
ejemplo2_smoke_factory_114;;;;;;;;;Nuestro grupo de inteligencia y espionaje hizo un trabajo espléndido en investigar y replicar ese grito.;
ejemplo2_smoke_factory_115;;;;;;;;;Es nuestra oportunidad.;
ejemplo2_smoke_factory_116;;;;;;;;;Termino de remover la lanza de mi mano dejando un claro agujero sangrante.;
ejemplo2_smoke_factory_117;;;;;;;;;Rafa y yo nos abrimos paso y aprovechamos la sorpresa de los soldados para darles muerte a casi todos.;
ejemplo2_smoke_factory_118;;;;;;;;soldado;¡JAJAJAJAJAJA! No importa, aunque maten a los nuestros ya no tienen escapatoria ¿Oyeron eso?;
ejemplo2_smoke_factory_119;;;;;;;;;Vendrá a por ustedes ¡Y se los comerá!;
ejemplo2_smoke_factory_120;;;;;;;;*;El hombre se abre de brazos y suelta el machete entregándose a la muerte, Rafa no duda ni un momento y le da lo que buscaba.;
ejemplo2_smoke_factory_121;;;;;;;;;Poco después varios soldados más entran a la fábrica.;
ejemplo2_smoke_factory_122;;;;;;;;soldado;¡Ignoren el grito! Es falso ¡Es falso! Estos imbéciles nos engañaron.;
ejemplo2_smoke_factory_123;;;;;;;;*;El soldado de antes arruga su rostro e intenta articular palabras pero simplemente escupe sangre sin parar hasta que finalmente deja de moverse.;
ejemplo2_smoke_factory_124;;;;;;;;soldado;Merecen la muerte, ¡A por ellos!;
ejemplo2_smoke_factory_125;;;running metal army;;;;;*;De la puerta comienzan a entrar soldados y más soldados, deben de ser casi todo el personal, se habrán retirado para defender la fábrica.;
ejemplo2_smoke_factory_126;;;;;;;flint:move:60:0.7;flint;¡Listo está todo listo! ¡Vámonos!;
ejemplo2_smoke_factory_127;;;;;;;flint:move:-20:0.5;*;Seguimos a Flint y corremos, retirándonos por donde entramos, lo que me escama es que solo vi una salida por este camino.;
ejemplo2_smoke_factory_128;;;;;;;;flint;¡Por ahí! Hay una trampa pero sé como funciona, cúbranme, no dejen que ellos vean lo que hago.;
ejemplo2_smoke_factory_129;;;;;;;;*;Seguimos a Flint hasta la puerta mientras tapamos su silueta con nuestros cuerpos a la vez que nos persiguen los guardias.;
ejemplo2_smoke_factory_130;;;;;;;;;Flint rápidamente toma una pieza de la trampa, abre la puerta y va a la izquierda.;
ejemplo2_smoke_factory_131;;;;;;;;flint;¡Vayan por la derecha!;
ejemplo2_smoke_factory_132;;;;;;;;*;Seguimos sus órdenes y tanto Rafa como yo salimos por la derecha.;
ejemplo2_smoke_factory_133;;;;;;;;flint;Cierren la puerta a la cuenta de tres, 1… 2…;
ejemplo2_smoke_factory_134;;;;;;;;*;Flint suelta la pieza de la trampa y esta se activa expulsando gran cantidad de humo.;
ejemplo2_smoke_factory_135;;;;;;;;flint;¡TRES!;
ejemplo2_smoke_factory_136;;;;;;;rafarencio:move:65:0.7;*;Cerramos la puerta con violencia, y empujamos para que no la abran.;
ejemplo2_smoke_factory_137;;;;;suffocation:0.4;;;;Parte del humo se filtra por los bordes de la puerta y llega a nuestras narices, Los ojos me empiezan a llorar.;
ejemplo2_smoke_factory_138;;;metal hit:loop;;;;;;Del otro lado de la puerta los soldados forcejean, golpean y empujan, no podemos ceder.;
ejemplo2_smoke_factory_139;;;;;hpunch;;;berto;[Tos] M-mier-;
ejemplo2_smoke_factory_140;;;;;;;rafarencio:damage;*;El humo nos está matando, ellos son más que nosotros, no creo que podamos mantenerla por demasiado tiempo…;
ejemplo2_smoke_factory_141;;;;;;;;;Siento que me cubren la boca con algo, al girar mi cabeza veo a Flint usando sus manos para cubrirnos la boca y la nariz.;
ejemplo2_smoke_factory_142;;;;;;;;rafarencio;¡QUÉ HA- [Tos];
ejemplo2_smoke_factory_143;;;;;;;;flint;No se proecupen, así el gas no- [Tos] No tendrá efecto en [Tos] Ust- [Tos];
ejemplo2_smoke_factory_144;;;;;suffocation;;;*;Mis ojos dejan de llorar por el humo, la puerta es golpeada desde el otro lado con fuerza.;
ejemplo2_smoke_factory_145;;;;;;;;;Rafa y yo empujamos la puerta haciendo uso de todos nuestros músculos.;
ejemplo2_smoke_factory_146;;;metal hit:loop;;;;;;Poco a poco los golpes se van debilitando hasta que no sentimos ningún tipo de resistencia.;
ejemplo2_smoke_factory_147;;;;;;;;;Nos apartamos y vemos a Flint tirado en el suelo.;
ejemplo2_smoke_factory_148;;;;;;;;rafarencio;¡Flint!;
ejemplo2_smoke_factory_149;;;;;;;;flint;E-e [Tos] Estar- é bien.;
ejemplo2_smoke_factory_150;;;;;;;;;Desc- anso y- aire- fresco.;
ejemplo2_smoke_factory_151;;;;;;;;*;Arrastramos a Flint y lo alejamos de la fábrica, poco a poco recobra la consciencia y la capacidad de hablar.;
ejemplo2_smoke_factory_152;;;;;;;rafarencio:move:50;rafarencio;Hemos cumplido, daré la señal.;
ejemplo2_smoke_factory_153;;;;;;;;*;Rafa saca un llavero de silbatos y se pone el verde en la boca.;
ejemplo2_smoke_factory_154;;;retreat;;;;;;Un agudo sonido resuena por todo el bosque indicando nuestra victoria y dando la señal de que el escuadrón de Pierre se retire.;
ejemplo2_smoke_factory_155;;;;;;;;flint;Debemos alejarnos… lo máximo posible [Tos] rápido.;
ejemplo2_smoke_factory_156;;;;;;;;rafarencio;¿Eh?;
ejemplo2_smoke_factory_157;;;;;;;;flint;Ordenen que se los suyos se retiren lo más rápido posible, todo este sitio va a explotar.;
ejemplo2_smoke_factory_158;;;;;;;;berto;¡¿Cómo?!;
ejemplo2_smoke_factory_159;;;;;;;;rafarencio;Flint ¿Qué cojones hiciste?;
ejemplo2_smoke_factory_160;;;;;;;;berto;No lo sé pero deberíamos retirarnos lo más rápido posible, ordena una retirada inmediata.;
ejemplo2_smoke_factory_161;;;;;;;;*;Rafa duda un poco pero al final entiende la situación.;
ejemplo2_smoke_factory_162;;;retreat;;;;;;Mientras Rafa da la señal de retirada inmediata, por mi parte ayudo aplico primeros auxilios en mi mano herida, suerte que empuño la espada con la derecha.;
ejemplo2_smoke_factory_163;;;;;;;;rafarencio;Más te vale que lo que hayas hecho haya funcionado, estamos confiando ciegamente en tí.;
ejemplo2_smoke_factory_164;;;;;;;;flint;Para que entiendan lo que hice, tengo que explicarles una cosa.;
ejemplo2_smoke_factory_165;dark_forest;;;;;;;*;Iniciamos el viaje de regreso ayudando a Flint a caminar mientras nos explica lo que hizo.;
ejemplo2_smoke_factory_166;;;;;;;;flint;Ese humo lo llamamos humo lloroso, esa es la única fábrica y solo esa basta para abastecer las estaciones de llenado.;
ejemplo2_smoke_factory_167;;;;;;;;;Las estaciones de llenado están bastante lejos de aquí, allí reciben el humo lloroso mediante tuberías y lo vierten en cápsulas para su uso bélico.;
ejemplo2_smoke_factory_168;;;;;;;;;El detalle es que para probarlo y asegurarnos de que funcione, en cada estación de llenado, lo someten a una prueba de fuego.;
ejemplo2_smoke_factory_169;;;;;;;;;Si la llama se vuelve morada es que funciona.;
ejemplo2_smoke_factory_170;;;;;;;;rafarencio;Esa será una información muy valiosa para Amy, ¿Sabes dónde están esas estaciones de llenado?;
ejemplo2_smoke_factory_171;;;;;;;;flint;Sí luego se las puedo dar con detalle, no las conozco todas pero sí algunas.;
ejemplo2_smoke_factory_172;;;;;;;;berto;Mmmmm entiendo pero… ¿Cómo harás que la fábrica explote? No veo que hayas dejado ningún camino de pólvora.;
ejemplo2_smoke_factory_173;;;;;;;;*;Flint sonríe ligeramente, parece que este hombre sabe lo que hace.;
ejemplo2_smoke_factory_174;;;;;;;;flint;La fábrica recibe varios ingredientes para hacer el humo, uno de ellos es un gas natural que extraen de distintos puntos.;
ejemplo2_smoke_factory_175;;;;;;;;;Lo que hice en la fábrica fue desactivarla y hacer que envíe directamente ese gas que recibe sin procesarlo.;
ejemplo2_smoke_factory_176;;;;;;;;rafarencio;¿Y?;
ejemplo2_smoke_factory_177;;;;;;;;flint;Ese gas natural-;
ejemplo2_smoke_factory_178;;;earthquake;;;;;*;Una extraña sensación llega a mis pies ¿Qué es esto?;
ejemplo2_smoke_factory_179;;;;;;;;rafarencio;¿Está temblando?;
ejemplo2_smoke_factory_180;;;;;;;;flint;Tápense los oídos.;
ejemplo2_smoke_factory_181;;;;;;;;*;Rafa y yo hacemos caso a las palabras del ingeniero.;
ejemplo2_smoke_factory_182;;;explosion;dark_forest_night:0.1:1;;;;;Parte del bosque se ilumina con intensidad por unos segundos.;
ejemplo2_smoke_factory_183;;;;;;;;rafarencio;¿Qué fue eso?;
ejemplo2_smoke_factory_184;;;;;;;;flint;Ese gas natural, es inflamable.;
ejemplo2_smoke_factory_185;;;;;;;;*;Las hojas de los árboles se estremecen a la vez que los pájaros abren vuelo hacia el cielo nocturno.;
ejemplo2_smoke_factory_186;;;;;;;;flint;Y no solo eso, es probable que la explosión se extienda a través de las tuberías y mate a los que extraen el gas.;
ejemplo2_smoke_factory_187;;;;;;;;;En pocas palabras, no habrá más humo lloroso, soy el único que sabe como crearlo.;
ejemplo2_smoke_factory_188;;;;;;;;*;Este hombre tiene mucho valor para hacer lo que hizo, de verdad confió en nosotros.;
ejemplo2_smoke_factory_189;;;;;;;;rafarencio;Con esta situación, no podrán recuperarse, sin ese humo, superarlos con nuestro ejército será pan comido.;
ejemplo2_smoke_factory_190;;;;;;;;;Aunque tú tendrás que reposar, la administración no estará contenta cuando vea tu herida.;
ejemplo2_smoke_factory_191;;;;;;;;berto;Jeje, ya me sé todos sus sermones de memoria.;
ejemplo2_smoke_factory_192;;;;;;;;rafarencio;Y yo.;
ejemplo2_smoke_factory_193;;;;;;;;berto;Muy buen trabajo Flint.;
ejemplo2_smoke_factory_194;;;;;;;;flint;Jeje… por cierto… ¿Tienen algo para comer?;
ejemplo2_smoke_factory_195;;;;;;;;berto;Jajajaja, por supuesto, nos aseguraremos de que te reciban con un banquete en el cuartel.;
